tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,ordering,category,job,seasonNumber,episodeNumber,primaryName,birthYear,deathYear,primaryProfession
tt31001594,Whos Afraid of the Big Bad Jinx,Whos Afraid of the Big Bad Jinx,1965,26,Comedy,7.3,29,7,writer,written by,2,30,Al Schwartz,1910,1988,"writer,script_department"
tt31016979,Cavalry Horse,Cavalry Horse,1955,30,"Adventure,Western",5.6,10,10,cinematographer,director of photography,1,5,Karl Struss,1886,1981,"cinematographer,camera_department,director"
tt31043464,One Way Out,One Way Out,1965,22,Western,7.1,24,8,producer,producer,1,13,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt31118713,Keep Smiling,Keep Smiling,1959,23,"Action,Crime,Drama",7.8,98,8,writer,teleplay,1,26,Lewis Reed,1921,1970,"writer,producer"
tt31159621,Incident at Spanish Rock,Incident at Spanish Rock,1959,60,Western,7.3,95,7,writer,story,2,12,Clair Huffaker,1926,1990,writer
tt31211536,Love Is a Toothache,Love Is a Toothache,1968,24,"Comedy,Fantasy",7.5,36,9,producer,producer,1,13,Stanley Rubin,1917,2014,"producer,writer,actor"
tt31220484,The Miracle,The Miracle,1968,60,"Drama,Sci-Fi,Thriller",7.4,160,9,producer,producer,2,23,Alan A. Armer,1922,2010,"producer,director,writer"
tt31297410,City Slicker CatHouse of the Future,City Slicker CatHouse of the Future,1984,19,"Adventure,Animation,Comedy",6.5,17,6,producer,producer,1,8,Denis Héroux,1940,2015,"producer,director,writer"
tt31411663,Man of Another Breed,Man of Another Breed,1961,60,Western,7.7,22,6,writer,written by,6,10,Richard Newman,1928,2016,writer
tt31419383,The Case of the Dubious Bridegroom,The Case of the Dubious Bridegroom,1959,60,"Crime,Drama,Mystery",8.5,261,9,cinematographer,director of photography,2,29,Frank Redman,1901,1966,"cinematographer,camera_department"
tt31420005,Lucy and Ma Parker,Lucy and Ma Parker,1970,30,Comedy,5.1,27,9,writer,creator,3,15,Ray Singer,1916,1992,"writer,producer,script_department"
tt31424572,Fraudcast News,Fraudcast News,2004,30,"Animation,Comedy",7.2,1413,10,writer,written by,15,22,Don Payne,1964,2013,"producer,writer,miscellaneous"
tt31435696,Full Circle,Full Circle,1986,49,"Comedy,Crime,Drama",7.3,10,8,writer,creator,1,13,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt31509948,Lady Frankenstein,Lady Frankenstein,1959,30,"Comedy,Mystery",7.5,8,6,producer,producer,2,20,Robert L. Welch,1910,1964,"producer,writer,director"
tt31595637,Lady on the Lam,Lady on the Lam,1958,30,"Comedy,Mystery",7.4,11,8,producer,producer,2,10,Robert L. Welch,1910,1964,"producer,writer,director"
tt31677742,The Bar Sinister,The Bar Sinister,1965,22,Western,7.9,24,8,producer,producer,2,5,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt31736917,The Dog Turns Playboy,The Dog Turns Playboy,1965,26,Comedy,7.0,31,7,writer,written by,3,3,Al Schwartz,1910,1988,"writer,script_department"
tt31740518,On the Fence,On the Fence,1993,23,"Comedy,Drama,Family",7.9,335,9,producer,producer,1,2,Arlene Grayson,1950,1995,producer
tt31745985,The Lost Soul of Herman Lester,The Lost Soul of Herman Lester,2004,44,"Crime,Drama,Mystery",7.4,328,7,writer,written by,1,17,Sean Whitesell,1963,2015,"producer,writer,actor"
tt31805311,No Pockets in a Shroud,No Pockets in a Shroud,1971,51,"Action,Crime,Drama",7.8,106,8,producer,producer,1,10,Alan A. Armer,1922,2010,"producer,director,writer"
tt31812814,The Best Defense,The Best Defense,1961,60,"Crime,Drama",7.9,19,9,cinematographer,director of photography,1,16,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt31842745,Vanishing Point,Vanishing Point,1985,22,"Action,Adventure,Animation",6.7,28,9,producer,producer,1,23,Denis Héroux,1940,2015,"producer,director,writer"
tt31867765,Rival Eyes,Rival Eyes,1990,50,"Comedy,Crime,Drama",6.6,7,9,writer,creator,5,3,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt31868761,The Castaway Cowboy,The Castaway Cowboy,1977,60,"Adventure,Drama,Family",6.6,9,6,writer,story,23,19,Hugh Benson,1917,1999,"producer,writer"
tt31887163,Billy the Kid,Billy the Kid,1986,50,"Comedy,Crime,Drama",6.6,11,8,writer,creator,1,11,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt31988371,Heathcliffs Middle NameWishful Thinking,Heathcliffs Middle NameWishful Thinking,1984,23,"Adventure,Animation,Comedy",6.2,18,9,producer,producer,1,5,Denis Héroux,1940,2015,"producer,director,writer"
tt31989545,Le jugement de Salomon,Le jugement de Salomon,2006,94,Drama,7.2,7,7,writer,creator,8,4,Thierry Jonquet,1954,2009,writer
tt32045677,Passage Deferred,Passage Deferred,1956,30,Western,7.0,6,8,writer,teleplay,1,5,Ted Thomas,1904,1992,"writer,miscellaneous"
tt32178412,The USS Bergalls Dilemma,The USS Bergalls Dilemma,1957,30,"Action,War",8.0,9,6,producer,producer,1,6,George Cahan,1919,1991,"director,producer,miscellaneous"
tt32188269,Where Is My Wandering Mother Tonight,Where Is My Wandering Mother Tonight,1974,30,Comedy,7.1,26,8,writer,creator,6,23,Ray Singer,1916,1992,"writer,producer,script_department"
tt32249006,Episode 115,Episode 115,1976,22,"Comedy,Romance",7.9,26,6,writer,created by,1,15,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt32263859,The Man Who Lost Himself,The Man Who Lost Himself,1973,45,"Adventure,Crime,Mystery",8.3,18,9,producer,producer,1,8,Alan A. Armer,1922,2010,"producer,director,writer"
tt32357637,Episode 133,Episode 133,1976,22,"Comedy,Romance",8.2,14,6,writer,created by,1,33,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt32391783,Tiger Left Tiger Right,Tiger Left Tiger Right,1964,50,"Adventure,Crime,Drama",7.4,159,9,producer,producer,2,6,Alan A. Armer,1922,2010,"producer,director,writer"
tt32441741,Then the Drink Takes the Man,Then the Drink Takes the Man,1967,52,"Action,Crime,Drama",7.8,128,9,writer,teleplay,1,14,Sam Ross,1911,1998,writer
tt32492939,Escape into Danger,Escape into Danger,1957,30,"Crime,Drama",6.8,29,7,cinematographer,director of photography,1,8,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt32498454,Laughter the Universal Language,Laughter the Universal Language,1960,30,Comedy,8.0,10,8,writer,writer,10,1,Al Schwartz,1910,1988,"writer,script_department"
tt32505329,The Bride,The Bride,1961,60,Western,7.1,125,6,writer,written by,2,18,Richard Newman,1928,2016,writer
tt32515328,Stone Cold Dead,Stone Cold Dead,1971,51,"Action,Crime,Drama",7.9,95,9,producer,producer,1,11,Alan A. Armer,1922,2010,"producer,director,writer"
tt32532357,Land,Land,1960,25,Western,8.0,35,7,writer,creator,1,20,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt32663069,Big Top BunglingSpace Cats,Big Top BunglingSpace Cats,1984,23,"Adventure,Animation,Comedy",5.5,10,9,producer,producer,1,31,Denis Héroux,1940,2015,"producer,director,writer"
tt32665358,Uncle Steves Finish,Uncle Steves Finish,1955,30,"Family,Western",7.8,17,7,producer,producer,4,13,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt32792030,Dark Streets,Dark Streets,1990,60,"Drama,Romance",5.8,30,8,producer,producer,9,18,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt32879404,What Ever Happened to Betty Jo,What Ever Happened to Betty Jo,1966,26,Comedy,6.7,30,7,writer,written by,3,30,Al Schwartz,1910,1988,"writer,script_department"
tt33000512,The Lion and the Lamb,The Lion and the Lamb,1970,60,Western,8.8,26,8,producer,producer,2,17,Alan A. Armer,1922,2010,"producer,director,writer"
tt33038892,Hello Dalai,Hello Dalai,1997,22,"Comedy,Romance",6.4,77,9,writer,written by,4,18,Ellen Idelson,1961,2003,"producer,writer,actress"
tt33098013,Reunion in Laramie,Reunion in Laramie,1960,30,Western,7.7,33,8,cinematographer,director of photography,2,23,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt33149492,The Treadmill,The Treadmill,1961,60,"Crime,Drama",7.5,18,9,cinematographer,director of photography,1,11,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt33293211,The CatfatherThe Big Swipe,The CatfatherThe Big Swipe,1984,22,"Adventure,Animation,Comedy",7.3,11,10,producer,producer,1,56,Denis Héroux,1940,2015,"producer,director,writer"
tt33339530,The Avenger,The Avenger,1960,60,Western,7.9,213,6,writer,written by,1,26,Clair Huffaker,1926,1990,writer
tt33384424,The Broken Idol,The Broken Idol,1966,30,"Comedy,Sci-Fi",7.2,16,8,producer,producer,1,13,George Cahan,1919,1991,"director,producer,miscellaneous"
tt33506343,The Runaways,The Runaways,1956,30,"Adventure,Western",5.6,10,9,cinematographer,director of photography,1,21,Karl Struss,1886,1981,"cinematographer,camera_department,director"
tt33513181,Spell of Murder,Spell of Murder,1960,30,"Action,Crime,Drama",7.2,70,6,writer,teleplay,2,16,Lewis Reed,1921,1970,"writer,producer"
tt33529565,Hard Luck Story,Hard Luck Story,1954,30,"Family,Western",7.2,17,7,producer,producer,4,6,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt33675939,Spikes SlaveScaredy Cats,Spikes SlaveScaredy Cats,1984,23,"Adventure,Animation,Comedy",5.6,11,9,producer,producer,1,33,Denis Héroux,1940,2015,"producer,director,writer"
tt33703987,Civilization,Civilization,1989,23,"Adventure,Western",6.4,11,10,producer,producer,1,1,Denis Héroux,1940,2015,"producer,director,writer"
tt33738810,The Uncourageous,The Uncourageous,1961,25,Western,7.3,27,6,writer,creator,2,34,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt33793305,Pilot Part 1,Pilot Part 1,1988,60,"Crime,Drama,Mystery",8.6,149,7,producer,producer,1,1,Hugh Benson,1917,1999,"producer,writer"
tt33817406,Very Few Heroes,Very Few Heroes,1965,22,Western,8.3,26,9,producer,producer,1,12,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt33850293,Amateur Nite,Amateur Nite,1973,26,"Comedy,Family",7.9,178,8,writer,written by,4,16,Milton Pascal,1908,1976,"writer,script_department,soundtrack"
tt33866613,Sister Sister,Sister Sister,1989,60,"Crime,Drama,Mystery",8.1,57,7,writer,written by,2,16,Carol Saraceno,1939,2017,"writer,actress,producer"
tt33874302,The Modest Proposal,The Modest Proposal,1987,24,Comedy,7.1,98,6,writer,written by,4,14,Howard Ostroff,1934,1990,writer
tt33902668,The Torch,The Torch,1958,25,"Action,Crime,Drama",7.5,96,8,writer,written by,1,12,Lewis Reed,1921,1970,"writer,producer"
tt33917768,Beavers Report Card,Beavers Report Card,1961,30,"Comedy,Family",8.4,96,9,writer,story,4,27,Mathilde Ferro,1906,1990,writer
tt33918013,The Ministers Son,The Ministers Son,1952,30,"Family,Western",6.3,19,9,producer,producer,1,12,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt33933300,Coward Step Aside,Coward Step Aside,1965,22,Western,8.2,41,8,writer,teleplay,1,7,Jerry Ziegman,1937,1998,"writer,miscellaneous"
tt33994784,The Bordello,The Bordello,1981,48,"Drama,Romance",7.0,90,9,producer,producer,1,8,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt34000505,The Champ,The Champ,1960,25,Western,7.7,37,6,writer,creator,2,3,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt34038499,Sonjas NephewDr Mousetus,Sonjas NephewDr Mousetus,1984,23,"Adventure,Animation,Comedy",6.0,9,9,producer,producer,1,39,Denis Héroux,1940,2015,"producer,director,writer"
tt34040736,Mano Nera,Mano Nera,1960,60,"Comedy,Western",7.3,64,8,writer,teleplay,4,6,Paul Leslie Peil,1912,1979,"writer,miscellaneous"
tt34041451,Dr Winchester and Mr Hyde,Dr Winchester and Mr Hyde,1978,25,"Comedy,Drama,War",7.7,413,8,writer,written by,6,23,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt34088312,Whos Waldo Smith,Whos Waldo Smith,1965,25,Comedy,7.4,7,8,writer,created by,1,1,Hugh Benson,1917,1999,"producer,writer"
tt34110080,Then There Were Seven,Then There Were Seven,1973,23,"Comedy,Western",3.9,11,9,writer,written by,1,7,Al Schwartz,1910,1988,"writer,script_department"
tt34118612,His Honor,His Honor,1967,26,"Comedy,Family",7.9,87,8,writer,written by,2,16,Al Schwartz,1910,1988,"writer,script_department"
tt34158066,Taps for a Dead War,Taps for a Dead War,1964,51,"Adventure,Crime,Drama",7.5,180,9,producer,producer,1,25,Alan A. Armer,1922,2010,"producer,director,writer"
tt34192400,The Guilty,The Guilty,1962,60,Western,7.0,96,6,writer,written by,3,23,Clifford Irving,1930,2017,"writer,actor"
tt34234602,The Gold Mine,The Gold Mine,1970,60,Western,7.4,73,7,writer,writer,11,23,Robert Buckner,1906,1989,"writer,producer,miscellaneous"
tt34251945,Jack of All Tradesmen,Jack of All Tradesmen,1986,50,"Comedy,Crime,Drama",6.8,8,7,writer,written by,1,10,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt34283176,Lucy Goes to the Air Force Academy Part 2,Lucy Goes to the Air Force Academy Part 2,1969,30,Comedy,5.8,41,8,writer,creator,2,2,Ray Singer,1916,1992,"writer,producer,script_department"
tt34286446,Episode 11,Episode 11,1977,60,"Comedy,Music",8.8,19,7,writer,writer,1,1,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt34356331,ClawsHector the Detector,ClawsHector the Detector,1984,22,"Adventure,Animation,Comedy",5.0,10,9,producer,producer,1,62,Denis Héroux,1940,2015,"producer,director,writer"
tt34444697,The Strongest Man in the World,The Strongest Man in the World,1968,25,"Comedy,Family,Fantasy",7.2,174,7,writer,written by,4,7,Ray Singer,1916,1992,"writer,producer,script_department"
tt34636658,Heathcliff SurpriseThe Big Break In,Heathcliff SurpriseThe Big Break In,1984,22,"Adventure,Animation,Comedy",5.8,10,9,producer,producer,1,55,Denis Héroux,1940,2015,"producer,director,writer"
tt34688282,Lucy Cuts Vincents Price,Lucy Cuts Vincents Price,1970,30,Comedy,7.7,38,8,writer,creator,3,9,Ray Singer,1916,1992,"writer,producer,script_department"
tt34845565,Charlie Paradise The Tragic Flute,Charlie Paradise The Tragic Flute,1964,30,"Crime,Drama",8.3,9,8,producer,producer,2,10,Arthur Lewis,1916,2006,"producer,writer"
tt34899883,The Case of the Golden Fraud,The Case of the Golden Fraud,1959,52,"Crime,Drama,Mystery",8.0,250,9,cinematographer,director of photography,3,7,Frank Redman,1901,1966,"cinematographer,camera_department"
tt34981233,La sabre invecta est,La sabre invecta est,1959,30,"Comedy,Mystery",6.5,8,8,producer,producer,2,22,Robert L. Welch,1910,1964,"producer,writer,director"
tt34984206,Secret of the Andes,Secret of the Andes,1985,22,"Action,Adventure,Animation",6.5,29,9,producer,producer,1,26,Denis Héroux,1940,2015,"producer,director,writer"
tt35048778,Charley Does It Himself,Charley Does It Himself,1962,30,"Comedy,Family",7.2,14,6,writer,written by,9,18,Ray Singer,1916,1992,"writer,producer,script_department"
tt35065131,A Destiny Which Made Us Brothers,A Destiny Which Made Us Brothers,1966,22,Western,6.9,22,7,writer,writer,2,19,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt35123547,Lucy and Paul Winchell,Lucy and Paul Winchell,1966,25,Comedy,6.9,53,7,writer,written by,5,4,Ray Singer,1916,1992,"writer,producer,script_department"
tt35132655,With Viv as a Friend Who Needs an Enemy,With Viv as a Friend Who Needs an Enemy,1972,30,Comedy,7.3,32,9,writer,creator,4,23,Ray Singer,1916,1992,"writer,producer,script_department"
tt35150750,Battle at Apache Pass,Battle at Apache Pass,1956,30,Western,7.9,10,8,producer,producer,1,2,Mel Epstein,1910,1994,"producer,production_manager,miscellaneous"
tt35154986,Une juste cause,Une juste cause,2012,95,Drama,6.4,7,8,writer,creator,14,2,Thierry Jonquet,1954,2009,writer
tt35161212,Episode 115,Episode 115,1964,30,"Drama,Romance",7.1,10,8,writer,written by,1,15,Theodore Ferro,1924,2003,writer
tt35215667,Metamorphosis,Metamorphosis,1963,60,"Crime,Drama",7.9,16,9,cinematographer,director of photography,2,24,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt35231774,Recipe for Success,Recipe for Success,1958,30,Drama,5.7,18,6,writer,teleplay,3,23,David Evans,1893,1966,writer
tt35324459,The Captive,The Captive,1956,30,Western,7.4,6,8,producer,producer,1,4,Mel Epstein,1910,1994,"producer,production_manager,miscellaneous"
tt35326456,The Settling of the Sun,The Settling of the Sun,1988,144,"Crime,Drama,Mystery",6.7,829,8,producer,producer,2,3,Kenny McBain,1946,1989,"producer,director,miscellaneous"
tt35390405,Heathcliff ReformsPrehysteric Riff Raff,Heathcliff ReformsPrehysteric Riff Raff,1984,22,"Adventure,Animation,Comedy",5.9,11,9,producer,producer,1,52,Denis Héroux,1940,2015,"producer,director,writer"
tt35403292,The Case of the Barefaced Witness,The Case of the Barefaced Witness,1961,60,"Crime,Drama,Mystery",8.1,263,9,cinematographer,director of photography,4,20,Frank Redman,1901,1966,"cinematographer,camera_department"
tt35414398,Episode 1422,Episode 1422,1977,39,Music,9.6,26,6,producer,producer,14,22,Robin Nash,1927,2011,"producer,director,actor"
tt35416219,No Food for Thought,No Food for Thought,1955,30,"Adventure,Drama,Sci-Fi",6.9,38,6,writer,screenplay,1,6,Robert M. Fresco,1930,2014,"writer,director,producer"
tt35424145,Charley the Tiger,Charley the Tiger,1963,30,"Comedy,Family",7.8,11,6,writer,written by,10,20,Ray Singer,1916,1992,"writer,producer,script_department"
tt35490251,This Is It Michael Shayne,This Is It Michael Shayne,1960,60,"Crime,Drama",7.8,19,9,producer,producer,1,8,Joseph Hoffman,1909,1997,"writer,producer"
tt35575675,Help Me Make It Through the Night,Help Me Make It Through the Night,1991,50,"Comedy,Crime,Drama",7.6,13,10,writer,creator,6,1,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt35600025,Flight from the Final Demon,Flight from the Final Demon,1964,51,"Adventure,Crime,Drama",7.8,182,8,producer,producer,1,24,Alan A. Armer,1922,2010,"producer,director,writer"
tt35646505,The Squailfish,The Squailfish,1957,30,"Action,War",8.2,10,7,producer,producer,1,20,George Cahan,1919,1991,"director,producer,miscellaneous"
tt35727093,The S38 Story,The S38 Story,1958,30,"Action,War",7.7,8,7,producer,producer,2,9,George Cahan,1919,1991,"director,producer,miscellaneous"
tt35812880,The Last Haircut,The Last Haircut,1963,60,Western,7.1,119,6,writer,written by,4,19,Charles Lang,1915,2004,"actor,writer,soundtrack"
tt35844309,Kiss of Death Girl,Kiss of Death Girl,1960,52,"Action,Crime,Drama",7.8,74,9,producer,producer,2,8,Alan A. Armer,1922,2010,"producer,director,writer"
tt35865215,A Star Is Born,A Star Is Born,1967,25,Comedy,7.0,19,8,writer,written by,4,19,Al Schwartz,1910,1988,"writer,script_department"
tt35926634,Corner of Hell,Corner of Hell,1965,50,"Adventure,Crime,Drama",8.0,169,10,producer,producer,2,21,Alan A. Armer,1922,2010,"producer,director,writer"
tt35956898,The Relief of Matty King,The Relief of Matty King,1989,50,"Comedy,Crime,Drama",6.5,8,8,writer,creator,4,2,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt35969801,The Wedding,The Wedding,1969,60,Western,7.4,31,8,producer,producer,1,13,Alan A. Armer,1922,2010,"producer,director,writer"
tt35982314,The Ugly Frame,The Ugly Frame,1959,25,"Action,Crime,Drama",8.1,103,9,writer,teleplay,1,24,Lewis Reed,1921,1970,"writer,producer"
tt35986698,Dinner at Eight,Dinner at Eight,1989,60,"Drama,Romance",7.0,29,9,producer,producer,8,13,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt36084236,The Two of Us,The Two of Us,1961,60,"Crime,Drama,Mystery",6.6,10,7,writer,teleplay,2,9,Lewis Reed,1921,1970,"writer,producer"
tt36116679,Laffaire Isabelle Duhesmes,Laffaire Isabelle Duhesmes,2006,96,Drama,6.8,8,8,writer,creator,8,6,Thierry Jonquet,1954,2009,writer
tt36185292,The USS Seahorse Story,The USS Seahorse Story,1957,30,"Action,War",8.4,12,6,producer,producer,1,16,George Cahan,1919,1991,"director,producer,miscellaneous"
tt36234399,Bad Vibrations,Bad Vibrations,1985,22,"Action,Adventure,Animation",5.8,28,9,producer,producer,1,18,Denis Héroux,1940,2015,"producer,director,writer"
tt36250685,Armando and the Pool Table,Armando and the Pool Table,1970,30,"Comedy,Fantasy",6.1,21,7,writer,teleplay,3,16,Ralph Goodman,1918,1986,writer
tt36330603,Train of Fools,Train of Fools,1995,23,"Comedy,Drama,Family",7.7,236,9,writer,writer,3,10,Judy Toll,1958,2002,"writer,miscellaneous,actress"
tt36367982,Incident in Istanbul,Incident in Istanbul,1985,22,"Action,Adventure,Animation",6.4,26,9,producer,producer,1,57,Denis Héroux,1940,2015,"producer,director,writer"
tt36417010,A Pretty Boy Is Like a Melody,A Pretty Boy Is Like a Melody,1981,30,Comedy,5.9,14,9,producer,producer,1,7,John Thomas Lenox,1946,1996,"production_manager,assistant_director,producer"
tt36517212,Lucy Goes Hawaiian Part Two,Lucy Goes Hawaiian Part Two,1971,30,Comedy,7.6,26,7,writer,written by,3,24,Al Schwartz,1910,1988,"writer,script_department"
tt36544777,Dennis Garden,Dennis Garden,1959,25,"Comedy,Family",7.9,49,8,writer,written by,1,6,Milton Pascal,1908,1976,"writer,script_department,soundtrack"
tt36587976,The Crusader,The Crusader,1962,60,"Crime,Drama",7.9,11,9,cinematographer,director of photography,1,23,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt36590939,Yellow Hair,Yellow Hair,1959,25,Western,7.9,54,6,writer,creator,1,3,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt36693303,Robbie the College Man,Robbie the College Man,1966,30,"Comedy,Family",7.0,40,6,writer,written by,6,20,Joseph Hoffman,1909,1997,"writer,producer"
tt36720719,Terror,Terror,1953,30,"Comedy,Drama,Mystery",6.8,20,10,cinematographer,director of photography,1,20,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt36724569,Nora Goes Over the Wall,Nora Goes Over the Wall,1959,30,"Comedy,Mystery",6.1,10,9,producer,producer,2,29,Robert L. Welch,1910,1964,"producer,writer,director"
tt36741010,Gopher BrokeA Camping We Will Go,Gopher BrokeA Camping We Will Go,1984,23,"Adventure,Animation,Comedy",5.6,12,9,producer,producer,1,34,Denis Héroux,1940,2015,"producer,director,writer"
tt36803218,The Heiress,The Heiress,1960,30,"Action,Crime,Drama",6.7,64,6,writer,written by,2,37,Lewis Reed,1921,1970,"writer,producer"
tt36813341,Her Sisters Shadow,Her Sisters Shadow,1971,26,"Comedy,Family",7.9,209,9,writer,story,3,10,Ray Singer,1916,1992,"writer,producer,script_department"
tt36821528,Explosion,Explosion,1960,30,Western,7.9,32,6,writer,creator,2,11,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt36848079,Practical Jokes,Practical Jokes,1989,23,"Comedy,Family",7.9,99,7,writer,written by,1,10,Howard Ostroff,1934,1990,writer
tt36854402,Autumn Thieves,Autumn Thieves,1985,47,"Crime,Drama,Mystery",7.6,41,8,writer,writer,1,8,Jerry Ziegman,1937,1998,"writer,miscellaneous"
tt36866618,Lucy Competes With Carol Burnett,Lucy Competes With Carol Burnett,1970,30,Comedy,8.1,40,9,writer,creator,2,24,Ray Singer,1916,1992,"writer,producer,script_department"
tt36905532,The Bequest,The Bequest,1960,25,Western,8.2,40,7,writer,creator,2,2,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt36920376,Danny,Danny,1989,60,"Drama,Romance",5.3,29,8,producer,producer,9,10,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt37066962,Inquisition,Inquisition,1968,60,"Drama,Sci-Fi,Thriller",7.5,158,8,producer,producer,2,26,Alan A. Armer,1922,2010,"producer,director,writer"
tt37076431,The McHale Grand Prix,The McHale Grand Prix,1966,30,"Comedy,War",6.5,28,6,writer,teleplay,4,27,Ralph Goodman,1918,1986,writer
tt37171215,MacGuffins Transputer,MacGuffins Transputer,1992,48,"Comedy,Crime,Drama",5.3,9,8,writer,creator,7,1,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt37222805,Barney the Bloodhound,Barney the Bloodhound,1961,30,Comedy,7.2,18,7,writer,written by,1,15,Elon Packard,1923,1977,"writer,script_department"
tt37289166,A Funny Thing Happened on My Way to the Game,A Funny Thing Happened on My Way to the Game,1962,48,"Crime,Drama,Mystery",7.2,12,7,writer,story,2,12,Lewis Reed,1921,1970,"writer,producer"
tt37333086,Lucy and the Andrews Sisters,Lucy and the Andrews Sisters,1969,30,Comedy,7.7,34,7,writer,written by,2,6,Ray Singer,1916,1992,"writer,producer,script_department"
tt37440932,Lucy and Eva Gabor,Lucy and Eva Gabor,1968,30,Comedy,7.7,45,6,writer,written by,1,7,Ray Singer,1916,1992,"writer,producer,script_department"
tt37442355,Lucy and Jack Bennys Biography,Lucy and Jack Bennys Biography,1970,30,Comedy,7.6,44,7,writer,written by,3,11,Ray Singer,1916,1992,"writer,producer,script_department"
tt37508003,Blake Goes to Jail,Blake Goes to Jail,1981,48,"Drama,Romance",7.6,91,9,producer,producer,1,14,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt37551521,Crisscross,Crisscross,1959,25,"Action,Crime,Drama",7.6,89,7,writer,written by,2,2,Lewis Reed,1921,1970,"writer,producer"
tt37560637,Episode 119,Episode 119,1964,30,"Drama,Romance",8.1,12,8,writer,written by,1,19,Theodore Ferro,1924,2003,writer
tt37606776,Soap Box DerbyA Better Mousetrap,Soap Box DerbyA Better Mousetrap,1984,23,"Adventure,Animation,Comedy",5.5,10,9,producer,producer,1,36,Denis Héroux,1940,2015,"producer,director,writer"
tt37621596,Brass Ring,Brass Ring,1965,50,"Adventure,Crime,Drama",7.8,171,6,writer,written by,2,16,Leonard Kantor,1920,1984,writer
tt37632502,The Escape,The Escape,1968,60,Western,8.6,29,8,producer,producer,1,12,Alan A. Armer,1922,2010,"producer,director,writer"
tt37666010,Pilot,Pilot,1976,60,"Comedy,Music",6.9,26,7,writer,writer,1,0,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt37723570,Lucy and the Old Mansion,Lucy and the Old Mansion,1965,30,Comedy,7.3,50,6,writer,written by,3,22,Ray Singer,1916,1992,"writer,producer,script_department"
tt37750968,Lucy and Rudy Vallee,Lucy and Rudy Vallee,1970,30,Comedy,6.8,30,9,writer,created by,3,12,Ray Singer,1916,1992,"writer,producer,script_department"
tt37785034,Episode 134,Episode 134,1976,22,"Comedy,Romance",8.2,14,6,writer,created by,1,34,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt37831600,The Stranger,The Stranger,1960,30,Western,8.1,29,6,writer,writer,2,15,Clair Huffaker,1926,1990,writer
tt37917085,Grass Widows,Grass Widows,1986,51,"Comedy,Crime,Drama",6.6,11,9,producer,producer,1,4,Kenny McBain,1946,1989,"producer,director,miscellaneous"
tt38029699,The Great Earring Caper,The Great Earring Caper,1973,26,"Comedy,Family",7.2,155,8,writer,written by,4,20,Al Schwartz,1910,1988,"writer,script_department"
tt38080255,Something Old Something New,Something Old Something New,1986,50,"Comedy,Crime,Drama",7.3,10,10,producer,producer,1,8,Kenny McBain,1946,1989,"producer,director,miscellaneous"
tt38130121,I Am Not Alone,I Am Not Alone,1956,30,Drama,5.9,16,6,writer,teleplay,2,2,David Evans,1893,1966,writer
tt38132822,Lucy and Mannix Are Held Hostage,Lucy and Mannix Are Held Hostage,1971,30,Comedy,7.4,38,9,writer,creator,4,4,Ray Singer,1916,1992,"writer,producer,script_department"
